object 0	1.0:1.0
49.0 1.0098660525 1.0
167.0 1.05946106348 1.0
138.0 0.971612437576 1.0
62.0 1.04428688541 1.0
140.0 1.05659122835 1.0
59.0 1.0064768738 1.0
114.0 1.03496998853 1.0
136.0 0.99441539037 1.0
53.0 1.00337492855 1.0
172.0 0.978293494167 1.0
110.0 1.02987440943 1.0
object 1	1.0:1.0
63.0 1.0443959457 1.0
21.0 1.0176367627 1.0
10.0 0.988135535259 1.0
15.0 1.00236772563 1.0
40.0 1.02221052622 1.0
79.0 0.997127429523 1.0
194.0 2.11645543174 1.0
108.0 1.00981594185 1.0
22.0 1.06354793054 1.0
12.0 1.00386233267 1.0
171.0 1.02965196408 1.0
195.0 7.87145986791 1.0
object 2	1.0:1.0
114.0 1.02252056684 1.0
57.0 1.00440056199 1.0
177.0 0.996087752906 1.0
129.0 0.998246000103 1.0
90.0 0.982739518242 1.0
49.0 0.994046386152 1.0
145.0 1.04846264192 1.0
183.0 1.13164399661 1.0
97.0 1.00490132394 1.0
154.0 1.00288066408 1.0
73.0 1.06817596919 1.0
object 3	1.0:1.0
50.0 1.06193555245 1.0
199.0 -3.23708487466 1.0
111.0 1.09284568538 1.0
166.0 0.998590574545 1.0
174.0 1.03426027386 1.0
5.0 0.990056611416 1.0
90.0 1.01017911661 1.0
object 4	1.0:1.0
141.0 0.962191780812 1.0
184.0 0.123247817655 1.0
199.0 0.822663626008 1.0
135.0 0.98084078229 1.0
166.0 1.00575713204 1.0
64.0 0.979038507786 1.0
12.0 1.09570775946 1.0
197.0 3.32639108464 1.0
161.0 1.01245619043 1.0
48.0 0.971582631359 1.0
99.0 0.966763504708 1.0
171.0 0.917329689994 1.0
70.0 1.04752513206 1.0
object 5	1.0:1.0
33.0 0.928816543056 1.0
149.0 1.01452910992 1.0
15.0 0.993501571917 1.0
71.0 0.989401484171 1.0
109.0 1.02932593134 1.0
165.0 0.994042340976 1.0
37.0 1.00194952912 1.0
62.0 0.942676575648 1.0
59.0 0.955069540122 1.0
112.0 1.0145115026 1.0
20.0 0.945590624696 1.0
123.0 0.866797917233 1.0
12.0 0.978054441137 1.0
object 6	1.0:1.0
6.0 1.04894118541 1.0
49.0 0.979070300528 1.0
39.0 0.997031853837 1.0
119.0 1.05883262644 1.0
120.0 1.00501784355 1.0
148.0 1.04243582611 1.0
96.0 1.01465999471 1.0
41.0 1.08620333592 1.0
object 7	1.0:1.0
171.0 1.00128738776 1.0
22.0 1.00815193073 1.0
24.0 0.938474892882 1.0
176.0 0.998236266215 1.0
89.0 0.970725131602 1.0
34.0 1.00049593784 1.0
8.0 1.0469689341 1.0
18.0 1.0197838155 1.0
107.0 0.972087011209 1.0
180.0 -3.75328635077 1.0
object 8	1.0:1.0
119.0 1.02549343717 1.0
145.0 1.03182687077 1.0
118.0 1.02420366088 1.0
140.0 1.05257385054 1.0
97.0 0.983879243518 1.0
105.0 1.00056871868 1.0
190.0 5.70702342689 1.0
127.0 1.02659622292 1.0
8.0 1.01389411917 1.0
48.0 1.01968047619 1.0
156.0 1.07892546646 1.0
147.0 0.99520227198 1.0
152.0 1.00488265047 1.0
178.0 0.972405527556 1.0
object 9	1.0:1.0
38.0 0.991526126135 1.0
90.0 1.0153047474 1.0
161.0 1.01731694772 1.0
54.0 1.02401883303 1.0
171.0 1.03380626674 1.0
