object 0	1.0:1.0
133.0 1.08684239559 1.0
192.0 -2.71787638798 1.0
25.0 0.960103073912 1.0
157.0 0.959319340269 1.0
28.0 0.899237884309 1.0
42.0 1.04570958607 1.0
65.0 1.08788365544 1.0
191.0 2.69449541339 1.0
131.0 0.984681820074 1.0
16.0 1.03658468113 1.0
51.0 1.0165295817 1.0
33.0 0.992174979257 1.0
29.0 0.981003571452 1.0
150.0 0.985233053501 1.0
106.0 1.0054649061 1.0
196.0 2.73991679431 1.0
80.0 1.0213633683 1.0
44.0 0.99727140588 1.0
190.0 0.767611664242 1.0
78.0 0.985281309472 1.0
145.0 1.08979570941 1.0
175.0 0.987289113273 1.0
object 1	1.0:1.0
64.0 0.99393520276 1.0
34.0 0.99341874637 1.0
3.0 1.02633195576 1.0
24.0 0.999909737351 1.0
110.0 1.0739164323 1.0
69.0 1.03850430149 1.0
81.0 0.888346849664 1.0
147.0 0.980293346149 1.0
85.0 0.957307862448 1.0
199.0 11.5419135818 1.0
56.0 0.9983557895 1.0
71.0 0.959756489585 1.0
116.0 0.994614518727 1.0
114.0 1.08690447811 1.0
62.0 1.01780157747 1.0
17.0 1.01788644871 1.0
170.0 1.00054726395 1.0
30.0 0.997548681003 1.0
65.0 1.04305983123 1.0
0.0 0.985311723458 1.0
115.0 0.997545699635 1.0
142.0 0.976315961514 1.0
object 2	1.0:1.0
3.0 1.00139083242 1.0
60.0 0.984166409674 1.0
51.0 1.01466873739 1.0
95.0 1.03291309211 1.0
159.0 0.976600943589 1.0
130.0 0.954980308437 1.0
94.0 0.989485631794 1.0
198.0 0.489880612634 1.0
38.0 0.935886386933 1.0
180.0 -2.5176836284 1.0
169.0 1.02582802205 1.0
58.0 0.993756783448 1.0
102.0 1.02653740641 1.0
41.0 1.00972836114 1.0
43.0 0.987465697801 1.0
189.0 -2.09753247078 1.0
190.0 1.55255020781 1.0
21.0 0.971515905628 1.0
120.0 0.978712853945 1.0
128.0 0.993702859012 1.0
127.0 1.04400952638 1.0
object 3	1.0:1.0
168.0 0.976649628596 1.0
174.0 1.04046007363 1.0
195.0 2.84799508806 1.0
38.0 0.922364093275 1.0
148.0 0.988750158664 1.0
126.0 1.01888534018 1.0
21.0 0.99875180815 1.0
73.0 1.01890250816 1.0
172.0 0.978571215544 1.0
77.0 0.979945924291 1.0
60.0 1.00448897928 1.0
106.0 0.999285971209 1.0
42.0 0.927119444593 1.0
51.0 0.973075619774 1.0
57.0 0.999435985029 1.0
object 4	1.0:1.0
150.0 1.00641121764 1.0
161.0 1.00898703988 1.0
182.0 -6.72649791387 1.0
139.0 0.99159087534 1.0
101.0 0.978294353139 1.0
170.0 0.982840950347 1.0
179.0 0.972315973749 1.0
199.0 -3.64300310562 1.0
174.0 1.00916210679 1.0
79.0 1.0110660563 1.0
125.0 0.990899668842 1.0
46.0 0.941287420892 1.0
67.0 0.995329012061 1.0
94.0 1.00956429407 1.0
70.0 1.00835625448 1.0
76.0 0.970773290747 1.0
1.0 0.97879542905 1.0
135.0 1.00625121451 1.0
44.0 1.00209102937 1.0
87.0 0.985447540082 1.0
object 5	1.0:1.0
36.0 1.00971625053 1.0
56.0 1.0021566216 1.0
50.0 1.05552464145 1.0
40.0 1.03798974498 1.0
91.0 1.01204251793 1.0
135.0 1.01297807596 1.0
99.0 0.981557488462 1.0
112.0 1.00246265388 1.0
57.0 0.982675592289 1.0
151.0 0.98963001544 1.0
197.0 3.24202427735 1.0
64.0 0.989789616022 1.0
145.0 0.936381623909 1.0
187.0 -0.440945168883 1.0
25.0 0.991203646775 1.0
17.0 1.04152782126 1.0
118.0 0.99770330547 1.0
103.0 0.991744427562 1.0
169.0 0.963434314991 1.0
146.0 0.995037195402 1.0
41.0 1.00128084224 1.0
76.0 1.02078602826 1.0
126.0 0.96523104829 1.0
65.0 1.0249282905 1.0
66.0 1.05048547452 1.0
39.0 0.977916520665 1.0
148.0 0.979007952538 1.0
153.0 0.976300659305 1.0
155.0 0.985510763281 1.0
93.0 1.00452223682 1.0
48.0 0.977384835224 1.0
object 6	1.0:1.0
122.0 1.07008394673 1.0
107.0 1.01173867998 1.0
143.0 1.0270011064 1.0
93.0 1.01203716692 1.0
198.0 1.44088017078 1.0
45.0 1.014337077 1.0
58.0 1.03114013002 1.0
179.0 1.02666149408 1.0
138.0 1.02455187644 1.0
14.0 0.997171058321 1.0
168.0 1.01219288328 1.0
